count,actual_churn_rate,avg_predicted_probability,min_probability,max_probability
107,0.8130841121495327,0.8332258527426868,0.7103367442350494,1.0
819,0.3308913308913309,0.32922909904586506,0.10079365079365078,0.6901347240330291
483,0.033126293995859216,0.03257696455619882,0.0030864197530864196,0.09699517520302249
